Date,High,Low,Open,Close,Volume,Adj Close
1970-02-24,0.8477365970611572,0.8230452537536621,0.8230452537536621,0.8312757015228271,1579400.0,0.18825899064540863
1970-02-25,0.855967104434967,0.806584358215332,0.8312757015228271,0.855967104434967,3201200.0,0.1938508003950119
1970-02-26,0.8683127760887146,0.798353910446167,0.855967104434967,0.8230452537536621,1779600.0,0.18639501929283142
1970-02-27,0.8230452537536621,0.8106995820999146,0.8230452537536621,0.8230452537536621,692400.0,0.18639501929283142
1970-03-02,0.8230452537536621,0.7942386865615845,0.8230452537536621,0.7942386865615845,822600.0,0.1798710972070694
1970-03-03,0.806584358215332,0.7818930149078369,0.7942386865615845,0.7942386865615845,889400.0,0.1798710972070694
1970-03-04,0.8024691343307495,0.7818930149078369,0.7942386865615845,0.790123462677002,549200.0,0.17893914878368378
1970-03-05,0.806584358215332,0.790123462677002,0.790123462677002,0.790123462677002,1087200.0,0.17893914878368378
1970-03-06,0.790123462677002,0.7572016716003418,0.790123462677002,0.7654321193695068,360800.0,0.1733473539352417
1970-03-09,0.7572016716003418,0.7407407164573669,0.7572016716003418,0.7448559403419495,588800.0,0.1686876118183136
1970-03-10,0.7572016716003418,0.7325102686882019,0.7448559403419495,0.7572016716003418,555200.0,0.1714833527803421
1970-03-11,0.790123462677002,0.7695473432540894,0.7695473432540894,0.7736625671386719,858800.0,0.17521120607852936
1970-03-12,0.7736625671386719,0.7572016716003418,0.7736625671386719,0.7572016716003418,631800.0,0.1714833527803421
1970-03-13,0.7695473432540894,0.7407407164573669,0.7572016716003418,0.748971164226532,595200.0,0.1696193516254425
1970-03-16,0.7530864477157593,0.7325102686882019,0.748971164226532,0.7407407164573669,688800.0,0.1677556037902832
1970-03-17,0.7448559403419495,0.7325102686882019,0.7407407164573669,0.7366254925727844,491600.0,0.16682352125644684
1970-03-18,0.7448559403419495,0.7283950448036194,0.7366254925727844,0.7325102686882019,352200.0,0.16589154303073883
1970-03-19,0.7325102686882019,0.6790123581886292,0.7325102686882019,0.6831275820732117,2371800.0,0.15470781922340393
